Season,Name,Tm,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
2024,"Carlos Santana","MIN",187,0,0,0,1,0.155080213,0.117647058,0,0,0.37433155,0.35828877,0.26737968,0.25668449,0.43315508,0.31016043,2396
2024,"Tommy Pham","3 Tms",113,0,0,0,1,0.115044247,0.079646017,0,0,0.17699115,0.32743363,0.49557522,0.18584071,0.50442478,0.30973451,2967
2024,"Anthony Rizzo","NYY",95,0,0,0,1,0.189473684,0.084210526,0,0,0.27368421,0.31578947,0.41052632,0.29473684,0.48421053,0.22105263,3473
2024,"Giancarlo Stanton","NYY",121,0,0,0,1,0.173553719,0.223140495,0,0,0.31404959,0.39669421,0.2892562,0.21487603,0.32231405,0.46280992,4949
2024,"Justin Turner","2 Tms",156,0,0,0,1,0.089743589,0.07051282,0,0,0.29487179,0.37179487,0.33333333,0.18589744,0.47435897,0.33974359,5235
2024,"Freddie Freeman","LAD",174,0,0,0,1,0.028735632,0.126436781,0,0,0.21264368,0.29885057,0.48850575,0.09770115,0.5,0.40229885,5361
2024,"Jose Altuve","HOU",166,0,0,0,1,0.078313253,0.120481927,0,0,0.35542169,0.37349398,0.27108434,0.19879518,0.48192771,0.31927711,5417
2024,"Kyle Higashioka","SDP",90,0,0,0,1,0.1,0.188888888,0,0,0.46666667,0.32222222,0.21111111,0.17777778,0.36666667,0.45555556,5517
2024,"Wilmer Flores","SFG",86,0,0,0,1,0.209302325,0.046511627,0,0,0.27906977,0.41860465,0.30232558,0.36046512,0.40697674,0.23255814,5827
2024,"J.D. Martinez","NYM",123,0,0,0,1,0.073170731,0.1300813,0,0,0.16260163,0.41463415,0.42276423,0.1300813,0.42276423,0.44715447,6184
2024,"Salvador Perez","KCR",208,0,0,0,1,0.100961538,0.129807692,0,0,0.32211538,0.29326923,0.38461538,0.15865385,0.45192308,0.38942308,7304
2024,"Travis d'Arnaud","ATL",79,0,0,0,1,0.075949367,0.189873417,0,0,0.24050633,0.39240506,0.36708861,0.15189873,0.44303797,0.40506329,7739
2024,"Miguel Rojas","LAD",78,0,0,0,1,0.115384615,0.076923076,0,0,0.28205128,0.32051282,0.3974359,0.25641026,0.5,0.24358974,7802
2024,"Charlie Blackmon","COL",149,0,0,0,1,0.140939597,0.080536912,0,0,0.26174497,0.39597315,0.34228188,0.24832215,0.46979866,0.28187919,7859
2024,"Donovan Solano","SDP",72,0,0,0,1,0.083333333,0.111111111,0,0,0.18055556,0.41666667,0.40277778,0.16666667,0.45833333,0.375,8623
2024,"Paul Goldschmidt","STL",153,0,0,0,1,0.071895424,0.143790849,0,0,0.24836601,0.35294118,0.39869281,0.14379085,0.39869281,0.45751634,9218
2024,"Christian Vazquez","MIN",93,0,0,0,1,0.139784946,0.075268817,0,0,0.27956989,0.37634409,0.34408602,0.16129032,0.50537634,0.33333333,9774
2024,"Nolan Arenado","STL",193,0,0,0,1,0.155440414,0.082901554,0,0,0.34196891,0.40414508,0.25388601,0.21761658,0.53367876,0.24870466,9777
2024,"Andrew McCutchen","PIT",133,0,0,0,1,0.127819548,0.150375939,0,0,0.28571429,0.42105263,0.29323308,0.18045113,0.41353383,0.40601504,9847
2024,"Jose Iglesias","NYM",64,0,0,0,1,0.125,0.0625,0,0,0.203125,0.28125,0.515625,0.21875,0.578125,0.203125,10231
2024,"Randal Grichuk","ARI",95,0,0,0,1,0.2,0.126315789,0,0,0.29473684,0.43157895,0.27368421,0.24210526,0.37894737,0.37894737,10243
2024,"Marcell Ozuna","ATL",169,0,0,0,1,0.053254437,0.23076923,0,0,0.34319527,0.33136095,0.32544379,0.10650888,0.36094675,0.53254438,10324
2024,"Jon Singleton","HOU",103,0,0,0,1,0.058252427,0.126213592,0,0,0.22330097,0.41747573,0.3592233,0.17475728,0.46601942,0.3592233,10441
2024,"Enrique Hernandez","LAD",127,0,0,0,1,0.094488188,0.094488188,0,0,0.23622047,0.39370079,0.37007874,0.18897638,0.48031496,0.33070866,10472
2024,"Gio Urshela","2 Tms",111,0,0,0,1,0.054054054,0.081081081,0,0,0.18918919,0.38738739,0.42342342,0.18018018,0.52252252,0.2972973,10681
2024,"Jurickson Profar","SDP",176,0,0,0,1,0.079545454,0.130681818,0,0,0.27272727,0.375,0.35227273,0.22159091,0.46590909,0.3125,10815
2024,"Adam Duvall","ATL",104,0,0,0,1,0.163461538,0.096153846,0,0,0.40384615,0.32692308,0.26923077,0.28846154,0.40384615,0.30769231,10950
2024,"Whit Merrifield","2 Tms",83,0,0,0,1,0.084337349,0.048192771,0,0,0.21686747,0.36144578,0.42168675,0.22891566,0.57831325,0.19277108,11281
2024,"Yasmani Grandal","PIT",62,0,0,0,1,0.064516129,0.14516129,0,0,0.30645161,0.35483871,0.33870968,0.16129032,0.40322581,0.43548387,11368
2024,"Gary Sanchez","MIL",71,0,0,0,1,0.084507042,0.154929577,0,0,0.29577465,0.50704225,0.1971831,0.15492958,0.47887324,0.36619718,11442
2024,"Mark Canha","2 Tms",102,0,0,0,1,0.117647058,0.06862745,0,0,0.31372549,0.34313725,0.34313725,0.23529412,0.5,0.26470588,11445
2024,"Manny Machado","SDP",180,0,0,0,1,0.133333333,0.155555555,0,0,0.25,0.42222222,0.32777778,0.2,0.42777778,0.37222222,11493
2024,"Bryce Harper","PHI",164,0,0,0,1,0.042682926,0.182926829,0,0,0.20731707,0.32926829,0.46341463,0.11585366,0.48170732,0.40243902,11579
2024,"Willson Contreras","STL",76,0,0,0,1,0.157894736,0.197368421,0,0,0.23684211,0.38157895,0.38157895,0.23684211,0.36842105,0.39473684,11609
2024,"Brandon Drury","LAA",68,0,0,0,1,0.147058823,0.058823529,0,0,0.08823529,0.39705882,0.51470588,0.25,0.54411765,0.20588235,11615
2024,"Elias Diaz","2 Tms",77,0,0,0,1,0.129870129,0.077922077,0,0,0.25974026,0.37662338,0.36363636,0.19480519,0.53246753,0.27272727,11680
2024,"Nick Castellanos","PHI",182,0,0,0,1,0.043956043,0.126373626,0,0,0.23626374,0.37912088,0.38461538,0.13736264,0.5,0.36263736,11737
2024,"J.T. Realmuto","PHI",93,0,0,0,1,0.096774193,0.150537634,0,0,0.23655914,0.33333333,0.43010753,0.16129032,0.35483871,0.48387097,11739
2024,"Joc Pederson","ARI",106,0,0,0,1,0.141509433,0.216981132,0,0,0.3490566,0.40566038,0.24528302,0.19811321,0.41509434,0.38679245,11899
2024,"Max Kepler","MIN",127,0,0,0,1,0.070866141,0.062992125,0,0,0.22834646,0.36220472,0.40944882,0.17322835,0.54330709,0.28346457,12144
2024,"Nick Ahmed","3 Tms",61,0,0,0,1,0.114754098,0.032786885,0,0,0.24590164,0.47540984,0.27868852,0.24590164,0.49180328,0.26229508,12147
2024,"Eddie Rosario","2 Tms",91,0,0,0,1,0.076923076,0.109890109,0,0,0.23076923,0.28571429,0.48351648,0.12087912,0.48351648,0.3956044,12155
2024,"Xander Bogaerts","SDP",122,0,0,0,1,0.081967213,0.090163934,0,0,0.22131148,0.45901639,0.31967213,0.16393443,0.55737705,0.27868852,12161
2024,"Kevin Pillar","2 Tms",100,0,0,0,1,0.12,0.08,0,0,0.29,0.36,0.35,0.26,0.45,0.29,12434
2024,"Marcus Semien","TEX",232,0,0,0,1,0.137931034,0.099137931,0,0,0.35344828,0.34051724,0.30603448,0.20258621,0.47844828,0.31896552,12533
2024,"Eugenio Suarez","ARI",177,0,0,0,1,0.101694915,0.163841807,0,0,0.31638418,0.29943503,0.38418079,0.16949153,0.4519774,0.37853107,12552
2024,"George Springer","TOR",142,0,0,0,1,0.105633802,0.126760563,0,0,0.25352113,0.35915493,0.38732394,0.17605634,0.48591549,0.33802817,12856
2024,"James McCann","BAL",65,0,0,0,1,0.092307692,0.123076923,0,0,0.24615385,0.30769231,0.44615385,0.2,0.49230769,0.30769231,12859
2024,"Anthony Rendon","LAA",71,0,0,0,1,0.14084507,0,0,0,0.14084507,0.43661972,0.42253521,0.25352113,0.49295775,0.25352113,12861
2024,"Francisco Lindor","NYM",213,0,0,0,1,0.07511737,0.154929577,0,0,0.26760563,0.40375587,0.3286385,0.11737089,0.46478873,0.41784038,12916
2024,"Brandon Nimmo","NYM",158,0,0,0,1,0.056962025,0.14556962,0,0,0.19620253,0.35443038,0.44936709,0.14556962,0.49367089,0.36075949,12927
2024,"Javier Baez","DET",72,0,0,0,1,0.125,0.083333333,0,0,0.30555556,0.375,0.31944444,0.26388889,0.5,0.23611111,12979
2024,"Teoscar Hernandez","LAD",147,0,0,0,1,0.054421768,0.210884353,0,0,0.17006803,0.39455782,0.43537415,0.11564626,0.44217687,0.44217687,13066
2024,"Josh Bell","2 Tms",139,0,0,0,1,0.064748201,0.129496402,0,0,0.17985612,0.34532374,0.47482014,0.17266187,0.43884892,0.38848921,13145
2024,"Jorge Polanco","SEA",117,0,0,0,1,0.042735042,0.119658119,0,0,0.33333333,0.39316239,0.27350427,0.09401709,0.54700855,0.35897436,13152
2024,"Orlando Arcia","ATL",154,0,0,0,1,0.181818181,0.11038961,0,0,0.33766234,0.33116883,0.33116883,0.24675325,0.3961039,0.35714286,13185
2024,"Max Muncy","LAD",90,0,0,0,1,0.144444444,0.155555555,0,0,0.3,0.38888889,0.31111111,0.2,0.45555556,0.34444444,13301
2024,"Ildemaro Vargas","WSN",68,0,0,0,1,0.073529411,0.014705882,0,0,0.36764706,0.26470588,0.36764706,0.19117647,0.55882353,0.25,13324
2024,"Christian Walker","ARI",166,0,0,0,1,0.126506024,0.156626506,0,0,0.28915663,0.34939759,0.36144578,0.1746988,0.40963855,0.41566265,13419
2024,"Jose Ramirez","CLE",266,0,0,0,1,0.109022556,0.146616541,0,0,0.37593985,0.31578947,0.30827068,0.22180451,0.45112782,0.32706767,13510
2024,"Jesse Winker","2 Tms",108,0,0,0,1,0.12037037,0.129629629,0,0,0.21296296,0.28703704,0.5,0.30555556,0.34259259,0.35185185,13590
2024,"Patrick Wisdom","CHC",66,0,0,0,1,0.121212121,0.121212121,0,0,0.27272727,0.3030303,0.42424242,0.22727273,0.48484848,0.28787879,13602
2024,"Mookie Betts","LAD",193,0,0,0,1,0.088082901,0.098445595,0,0,0.24870466,0.40932642,0.34196891,0.19689119,0.43523316,0.36787565,13611
2024,"Ketel Marte","ARI",140,0,0,0,1,0.078571428,0.25,0,0,0.33571429,0.36428571,0.3,0.15714286,0.31428571,0.52857143,13613
2024,"Carson Kelly","2 Tms",89,0,0,0,1,0.13483146,0.101123595,0,0,0.17977528,0.42696629,0.39325843,0.28089888,0.3258427,0.39325843,13620
2024,"Jeimer Candelario","CIN",127,0,0,0,1,0.070866141,0.157480314,0,0,0.37007874,0.2992126,0.33070866,0.15748031,0.4488189,0.39370079,13621
2024,"Corey Seager","TEX",161,0,0,0,1,0.03726708,0.180124223,0,0,0.28571429,0.37267081,0.34161491,0.08074534,0.41614907,0.50310559,13624
2024,"Tyrone Taylor","NYM",95,0,0,0,1,0.168421052,0.07368421,0,0,0.23157895,0.35789474,0.41052632,0.25263158,0.42105263,0.32631579,13675
2024,"Jacob Stallings","COL",64,0,0,0,1,0.109375,0.140625,0,0,0.21875,0.421875,0.359375,0.15625,0.375,0.46875,13723
2024,"Rob Refsnyder","BOS",64,0,0,0,1,0.125,0.171875,0,0,0.234375,0.34375,0.421875,0.25,0.4375,0.3125,13770
2024,"Joey Gallo","WSN",64,0,0,0,1,0.171875,0.15625,0,0,0.359375,0.34375,0.296875,0.234375,0.390625,0.375,14128
2024,"Byron Buxton","MIN",120,0,0,0,1,0.15,0.141666666,0,0,0.3,0.39166667,0.30833333,0.2,0.48333333,0.31666667,14161
2024,"Carlos Correa","MIN",95,0,0,0,1,0.105263157,0.147368421,0,0,0.30526316,0.28421053,0.41052632,0.17894737,0.46315789,0.35789474,14162
2024,"Jorge Soler","2 Tms",164,0,0,0,1,0.140243902,0.12804878,0,0,0.22560976,0.42682927,0.34756098,0.21341463,0.40243902,0.38414634,14221
