"last_name, first_name","player_id","year","pa","home_run","xwobacon","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","avg_best_speed","oz_contact_percent","whiff_percent","flyballs_percent"
"Stanton, Giancarlo","519317","2023","415","24",".429","93.3",15.7,48.4,"106.135021532",46.6,34.1,26.2
"Perez, Salvador","521692","2023","580","23",".407","90.1",8.8,44,"101.357412537",56.5,30.2,30.2
"Flores, Wilmer","527038","2023","454","23",".347","86.4",7.8,32.5,"97.399441744",75.5,15.8,29.9
"Bethancourt, Christian","542194","2023","332","11",".348","88.6",7.9,40.8,"99.662215893",46,36.6,24.6
"Ozuna, Marcell","542303","2023","592","40",".481","91.8",16.6,49,"103.257673232",53.6,26.7,32.4
"Berti, Jon","542932","2023","424","7",".370","85.4",4.7,31.3,"97.776931847",51.9,19.8,19.9
"Crawford, Brandon","543063","2023","320","7",".348","89.8",10.1,43,"99.565776078",45.9,29.6,31.4
"Gomes, Yan","543228","2023","419","10",".369","87.4",7.8,36.4,"98.498293636",62.1,24.2,28.9
"Grossman, Robbie","543257","2023","420","10",".332","88.2",6.8,37.3,"98.380623258",56,20.1,35.4
"Hicks, Aaron","543305","2023","312","8",".294","85.3",4,29.4,"96.660790808",55.5,25.6,23.4
"Semien, Marcus","543760","2023","753","29",".349","88.4",6.5,37,"98.08417844",60,18,35.4
"Springer III, George","543807","2023","683","21",".369","88.3",7.7,39.9,"100.34851102",55.2,22.3,25.9
"Vázquez, Christian","543877","2023","355","6",".314","86.7",3.2,32.8,"96.86717918",63.1,26.2,23.5
"Grichuk, Randal","545341","2023","471","16",".377","89.6",7.1,45.3,"101.490095235",52.2,26.7,24.4
"Trout, Mike","545361","2023","362","18",".510","91.9",16,51.9,"104.231780971",52.9,29.3,32
"Harper, Bryce","547180","2023","546","21",".470","91.8",15.2,46.8,"103.839812899",46.8,33.2,22.8
"Abreu, José","547989","2023","594","18",".369","89",8.7,41.6,"100.821833606",59.5,26.4,21.9
"Díaz, Elias","553869","2023","526","14",".351","88.1",6.2,38.4,"100.035107459",54.5,28.4,19.9
"Suárez, Eugenio","553993","2023","694","22",".418","90.3",13.2,43,"100.661115455",44.5,32.8,34.4
"Arenado, Nolan","571448","2023","612","26",".358","88.8",7.3,38.1,"99.311427863",64.1,20.2,25.7
"Farmer, Kyle","571657","2023","369","11",".373","86.4",6.7,32.9,"97.416251746",56.3,23.2,25
"Hernández, Enrique","571771","2023","508","11",".302","87.8",4.5,33.7,"97.831208503",58.6,23.6,28.1
"Muncy, Max","571970","2023","579","36",".443","91.2",14.6,46.6,"101.315308623",51.6,29.6,38.5
"Taylor, Michael A.","572191","2023","388","21",".432","88.1",13.5,38,"101.375261009",43.8,33.6,28.8
"Walker, Christian","572233","2023","661","33",".380","88",11.4,40.4,"100.601281422",53.3,26.4,32.6
"Yastrzemski, Mike","573262","2023","381","15",".391","90",9.8,44,"100.690515526",57.1,23.6,32.5
"Contreras, Willson","575929","2023","495","20",".437","91.3",12.2,46.9,"103.922488176",51.7,29,23.1
"Bryant, Kris","592178","2023","335","10",".361","85.7",6,31.5,"97.280290431",53.7,25,31.9
"Canha, Mark","592192","2023","507","11",".326","87.9",4.7,36.7,"98.959607624",63.8,18.3,25.4
"Castellanos, Nick","592206","2023","671","29",".420","88.9",10.3,43.2,"100.3894813",44.6,35.4,28.9
"Drury, Brandon","592273","2023","523","26",".405","89.9",11,46.3,"101.80875267",51,30.2,26.3
"Judge, Aaron","592450","2023","458","37",".635","97.6",27.5,64.2,"107.408656167",37,36.6,40.8
"Machado, Manny","592518","2023","601","30",".372","91",10.5,45.9,"102.375377",58.8,23.9,28.9
"Pederson, Joc","592626","2023","425","15",".415","92.1",12.1,52.2,"103.009948074",61.8,24.6,30.1
"Realmuto, J.T.","592663","2023","540","20",".421","89.8",11.2,43.3,"101.30139764",56.3,26.2,28.9
"Renfroe, Hunter","592669","2023","548","20",".334","88.3",6.1,39.1,"100.508778984",57.7,26.4,25.3
"Rosario, Eddie","592696","2023","516","21",".389","88.6",9.5,35.4,"98.60055257",60.2,29.7,28.4
"Yelich, Christian","592885","2023","632","19",".425","91.7",9.2,50.1,"103.18368722",51.6,26.8,17.3
"Merrifield, Whit","593160","2023","592","11",".304","85.1",2.4,24.3,"94.880835796",69.6,19.5,25.7
"Bogaerts, Xander","593428","2023","665","19",".341","87.6",6.1,34.6,"98.476149796",63.3,20.4,22.6
"Polanco, Jorge","593871","2023","343","14",".428","88.4",13.8,40.6,"100.221097963",55,24.9,39.2
"Duvall, Adam","594807","2023","353","21",".410","88.8",13,39.1,"100.072491121",52.3,31,40
"Kiermaier, Kevin","595281","2023","408","8",".345","86.7",3.5,33.2,"97.999902837",46.1,30.2,18.7
"Profar, Jurickson","595777","2023","521","9",".320","86.5",4,31.8,"97.18982877",58,20,24.1
"Báez, Javier","595879","2023","547","9",".334","88",5.2,39.7,"100.19637776",53.5,32.6,23.5
"Lindor, Francisco","596019","2023","687","31",".388","91.2",10.4,43.9,"100.821281314",61.2,22.8,31.4
"Vogelbach, Daniel","596129","2023","319","13",".376","91.7",9.3,50,"101.166799794",59.2,21.6,26.8
"Kepler, Max","596146","2023","491","24",".428","91.9",12.2,47.9,"102.056672262",58.1,19.8,31
"Candelario, Jeimer","600869","2023","576","22",".359","88.3",7.9,36.4,"99.185208",57.7,24.2,28
"Urías, Ramón","602104","2023","396","4",".333","89.2",6.9,38.1,"99.139793769",49.8,28.7,20.4
"Anderson, Brian","605119","2023","361","9",".405","87.6",10.3,37.1,"99.655808491",44.5,33.3,22.5
"Bell, Josh","605137","2023","617","22",".403","90.1",10.1,43,"101.611186796",55.2,25.8,26
"Betts, Mookie","605141","2023","693","39",".437","92.4",12.4,48.5,"100.865674689",53.9,16.7,35.7
"Davis, J.D.","605204","2023","546","18",".405","91.1",9.6,45.2,"101.437064311",43.8,34,20.4
"Arcia, Orlando","606115","2023","533","17",".345","88.2",6.9,41.1,"99.189217927",58.8,24.3,20.8
"Hernández, Teoscar","606192","2023","678","26",".466","91.3",13.8,49.4,"103.014681476",42.7,35.8,26.8
"Marte, Ketel","606466","2023","650","25",".365","91.1",8,42.8,"101.585403319",61.7,20.5,25.2
"Nimmo, Brandon","607043","2023","682","24",".400","91.8",9.5,47.9,"101.50757",55.1,22,26.4
"Peterson, Jace","607054","2023","430","6",".319","85.7",4.7,28.1,"96.5144975",47.7,24.6,29.1
"Turner, Trea","607208","2023","691","26",".394","89.9",8.4,42.2,"100.292342286",49.5,29.6,30.6
"Ramírez, José","608070","2023","691","24",".375","90",7,40.4,"100.07775",69.8,15.6,28.5
"Bregman, Alex","608324","2023","724","25",".344","88.6",5.4,38.2,"98.071537732",70,14.1,31.1
"Gallo, Joey","608336","2023","332","21",".454","93",19.3,52.9,"104.361492143",31.8,44.3,41.4
"Seager, Corey","608369","2023","536","33",".472","93.3",15.2,53.2,"103.543493485",44,25,29.4
"Meneses, Joey","608841","2023","657","13",".329","89.4",5.4,41.7,"99.929364091",58,23.6,19.2
"Swanson, Dansby","621020","2023","638","22",".413","89.3",10.9,39.7,"99.817409223",56.4,28.7,25.2
"Taylor, Chris","621035","2023","384","15",".417","86.2",9.8,37.4,"98.961485421",42.2,35.8,39.7
"Correa, Carlos","621043","2023","580","18",".385","90.4",9.6,45.9,"102.481230628",57,25.1,21.5
"Buxton, Byron","621439","2023","347","17",".418","91.5",14.6,45.7,"102.5176971",44,30.6,32.2
"Ward, Taylor","621493","2023","409","14",".374","90.7",8.2,43.9,"100.268469209",55.2,21.1,32.3
"Wisdom, Patrick","621550","2023","302","23",".504","92.7",20.1,54.7,"103.448312785",46.6,33.8,39.6
"Wendle, Joey","621563","2023","318","2",".310","89.2",3.4,39.4,"97.966208793",56.4,25,19.9
"Olson, Matt","621566","2023","720","54",".470","93.7",16.4,55.5,"104.825276757",62.4,28.4,34.4
"Margot, Manuel","622534","2023","336","4",".331","87.9",3.9,37.8,"99.699502578",57.6,24.2,20.8
"Mateo, Jorge","622761","2023","350","7",".349","88.4",5.3,38.5,"100.431419748",48.5,27.8,25
"Ramírez, Harold","623912","2023","434","12",".364","89.1",4.6,40.7,"100.416096914",57.8,28.1,19.3
"Santander, Anthony","623993","2023","656","28",".378","90.6",10.2,46,"101.732013378",67.6,23.5,32.5
"Alonso, Pete","624413","2023","658","46",".436","89.5",14.7,40.1,"102.342134502",56.9,26.2,35.4
"Biggio, Cavan","624415","2023","338","9",".360","88.4",7.4,33,"97.7434156",40.6,23.8,30.5
"Conforto, Michael","624424","2023","470","15",".377","88.9",7.9,39.8,"100.09818404",56.3,24.9,27.3
"Frazier, Adam","624428","2023","455","13",".319","85.7",3.1,23.4,"95.278497399",61,19.2,25.1
"Soler, Jorge","624585","2023","580","36",".458","91.3",15,48,"103.053956467",55.1,27.6,31.6
"Sosa, Edmundo","624641","2023","300","10",".362","86.8",6.7,32.2,"98.656224369",57.9,28.4,23.6
"Ibáñez, Andy","628451","2023","383","11",".379","89.1",9,42.9,"99.890798819",59.5,22.6,26.6
"Cronenworth, Jake","630105","2023","522","10",".327","87.4",4.4,33.2,"97.73147257",65.5,15.9,29.2
"Anderson, Tim","641313","2023","524","1",".338","87.8",2.9,39.4,"99.22965129",59.1,25.3,10.7
"Bellinger, Cody","641355","2023","556","26",".357","87.9",6.1,31.4,"97.661544057",68.4,20.1,29.2
"Crawford, J.P.","641487","2023","638","19",".359","88.3",4.8,36.2,"99.143101569",62.1,18.6,23.7
"Fraley, Jake","641584","2023","380","15",".358","84.6",6.4,30.8,"97.120245263",58.4,24.1,27.4
"Garver, Mitch","641598","2023","344","19",".434","90",12.6,42.1,"100.978311963",49.6,23.7,33.2
"Heim, Jonah","641680","2023","501","18",".370","89.2",8,38.5,"99.154937912",63.4,22.4,29.9
"McMahon, Ryan","641857","2023","627","23",".452","90.8",11.4,44.2,"102.017798324",49.7,32.2,28.1
"Smith, Dominic","642086","2023","586","12",".338","86.3",6.6,30.8,"97.225088721",66.8,19.9,25.8
"Tellez, Rowdy","642133","2023","351","13",".365","89.9",8.7,40.4,"101.162097826",62.1,21.9,30.4
"Thaiss, Matt","642136","2023","307","9",".400","88.5",10.4,40.7,"100.494365275",47.4,33.6,27.5
"Siri, Jose","642350","2023","364","25",".441","88.4",13.2,37.7,"100.583268942",41.6,40.1,34.4
"Rosario, Amed","642708","2023","545","6",".347","88.3",3.4,39.4,"99.501582705",63.2,23.1,18.1
"Adames, Willy","642715","2023","638","24",".406","87.4",12.4,36.5,"99.086365635",49.4,31,31.5
"Estrada, Thairo","642731","2023","530","14",".350","85.9",4.8,33.7,"97.898139565",60.7,21.1,22.3
"Benintendi, Andrew","643217","2023","621","5",".327","86.6",2.9,27,"95.498075212",71.2,19.3,26.6
"Cooper, Garrett","643265","2023","457","17",".418","89",10.3,41.1,"100.493592808",53.8,30.7,25.3
"Dubón, Mauricio","643289","2023","492","10",".334","87",4.5,29.5,"96.983512626",74.9,17.5,22.5
"Jansen, Danny","643376","2023","301","17",".350","88.3",10.7,37.4,"98.938626373",58.9,22.9,35.9
"Kemp, Tony","643393","2023","419","5",".271","86.7",1.2,20.4,"94.699737436",72.5,14.5,25.2
"Kiner-Falefa, Isiah","643396","2023","361","6",".326","88.8",3.1,39.2,"99.088839688",59.7,19.6,20
"McNeil, Jeff","643446","2023","648","10",".285","86",1.3,27.4,"95.984354131",70.9,13.4,22.1
"Tauchman, Mike","643565","2023","401","8",".380","88.4",5.5,40,"99.326329764",56.3,24.5,19.6
"Albies, Ozzie","645277","2023","660","33",".375","88.7",8.2,39,"98.667615565",65.9,20.6,33.8
"Devers, Rafael","646240","2023","656","33",".441","93.1",12.7,55.1,"104.483705833",69.1,26.1,28.4
"Naylor, Josh","647304","2023","495","17",".382","89.1",8.2,41.2,"100.627346359",66.7,19.8,25.6
"Díaz, Aledmys","649557","2023","344","4",".304","87.8",2.8,33.5,"97.951582698",60.2,22.3,18.1
"Arraez, Luis","650333","2023","617","10",".358","88.3",3.5,25.7,"95.658900664",87.2,7.8,24.1
"Jiménez, Eloy","650391","2023","489","18",".364","90.9",9.3,46.8,"103.173051209",52.4,29.7,19.7
"Torres, Gleyber","650402","2023","672","25",".385","89.7",7.9,40.3,"99.649800996",64.6,21.8,30.6
"Castro, Willi","650489","2023","409","9",".345","86.5",6.8,31.8,"98.698827717",52.2,27.9,26.1
"Díaz, Yandy","650490","2023","600","22",".413","93.4",9.5,54,"104.285177685",60.1,18.3,20.8
"De La Cruz, Bryan","650559","2023","626","19",".405","89.9",8.8,42.5,"100.272527091",59.4,28.7,24.9
"Rengifo, Luis","650859","2023","445","16",".351","89.1",7.6,36.9,"98.941377179",57.5,24.5,28.2
"Monasterio, Andruw","655316","2023","315","3",".346","88.8",5.5,33.5,"97.113217523",61.2,21.7,27.5
"Chapman, Matt","656305","2023","581","17",".426","93.4",17.1,56.4,"103.539639884",54.4,31.1,30.6
"Joe, Connor","656582","2023","472","11",".377","88.9",8.2,41.8,"100.015548477",57,23.6,25.3
"McKinstry, Zach","656716","2023","518","9",".359","87.2",7.6,33.5,"97.726678239",59.7,20.4,34
"Mullins II, Cedric","656775","2023","455","15",".327","88.9",6.5,37.1,"98.843959934",56.8,24.8,31.3
"O'Hearn, Ryan","656811","2023","368","14",".402","91.9",10.1,51.5,"101.483905448",56.2,23.3,27.6
"Schwarber, Kyle","656941","2023","720","47",".460","92.4",16.4,48.8,"103.398490108",47.6,31.5,33.8
"Thomas, Lane","657041","2023","682","28",".403","88.5",9.6,40.7,"100.191573957",55.3,23,23.5
"Verdugo, Alex","657077","2023","602","13",".358","89.2",5,37.6,"99.116993728",61.8,15.6,23.1
"Wong, Connor","657136","2023","403","9",".378","89.1",9.1,37.8,"100.083071271",46.4,32.3,25.3
"DeJong, Paul","657557","2023","400","14",".368","85.5",6.7,33.2,"97.657692047",42.7,35.4,28.1
"Laureano, Ramón","657656","2023","404","9",".381","88.2",9.7,35.9,"98.923313496",39.1,29,25.4
"Sheets, Gavin","657757","2023","344","10",".291","88.1",5.2,32.5,"98.4138068",64,21.7,26.1
"Olivares, Edward","658668","2023","385","12",".377","87.3",7.9,37.7,"99.121503973",55.9,22.9,24.7
"Moncada, Yoán","660162","2023","357","11",".425","89.4",10.1,39,"99.983863509",47.5,30.7,23.7
"Ohtani, Shohei","660271","2023","599","44",".543","94.4",19.6,54.2,"105.748559101",51.5,32.3,30.3
"Acuña Jr., Ronald","660670","2023","735","41",".493","94.7",15.3,55.2,"106.368689571",68.2,18.7,22.4
"Ruiz, Keibert","660688","2023","562","18",".333","87.4",5.8,31.9,"97.263733176",74.9,14.3,24.6
"Montero, Elehuris","660707","2023","307","11",".363","88.3",6.8,44.3,"101.047431818",38.2,39.3,23.3
"Sánchez, Jesús","660821","2023","402","14",".444","90.4",12.2,46.3,"103.172158492",52.5,30.1,18
"Contreras, William","661388","2023","611","17",".379","91.3",9.4,48.7,"103.241329369",55.4,28,20.4
"Varsho, Daulton","662139","2023","581","20",".357","87.8",7.3,36.1,"99.853027513",53.8,24.5,31.1
"Nootbaar, Lars","663457","2023","503","14",".390","89.1",8.8,37.8,"100.334219085",65.7,18.2,23
"Hoerner, Nico","663538","2023","688","9",".313","86.6",1.8,33.4,"97.320472852",74.9,12.4,20.3
"Riley, Austin","663586","2023","715","37",".452","92.3",13.9,49.2,"103.384251814",55.4,27.8,28.6
"Mountcastle, Ryan","663624","2023","470","18",".433","91.4",12.1,44.9,"102.167820745",54.4,28.3,26.3
"Hayes, Ke'Bryan","663647","2023","525","15",".380","92.2",7.4,48.3,"101.67326359",58.8,21.2,26.2
"Tucker, Kyle","663656","2023","674","29",".412","90.2",10.6,45.9,"100.798373008",60.6,18.5,32.7
"India, Jonathan","663697","2023","529","17",".374","89.5",7.7,38.6,"99.676934286",57.3,22,29.3
"Raleigh, Cal","663728","2023","569","30",".422","89.5",12.6,41,"101.028271404",53,29.9,35.1
"Fortes, Nick","663743","2023","323","6",".283","88.2",3.8,35,"98.518887881",68.8,16.5,25
"Grisham, Trent","663757","2023","555","13",".385","90.3",11.9,40,"100.701927386",52.2,28.3,28.1
"Vierling, Matt","663837","2023","530","10",".371","89.1",4.6,42.8,"100.577331105",66.2,19.3,20.3
"Stephenson, Tyler","663886","2023","517","13",".385","89.4",7.6,43.5,"100.030744788",50,28.4,23.3
"Lowe, Nathaniel","663993","2023","724","17",".386","89.8",6.5,41.6,"101.145951991",58.6,20.6,20.2
"Happ, Ian","664023","2023","691","21",".392","89.9",9,39,"99.676936326",55.1,25.2,25.6
"France, Ty","664034","2023","665","12",".367","87.5",6.8,38.6,"99.277871319",54.9,21.9,23.1
"Lowe, Brandon","664040","2023","436","21",".420","91.4",10.7,47.5,"101.419435954",39.6,32,30.7
"Bader, Harrison","664056","2023","344","7",".321","85.9",5.3,31.7,"97.622516107",58.1,24.6,30.9
"Straw, Myles","664702","2023","518","1",".293","86.3",0.5,23.3,"95.141368287",76.7,14,20.7
"Isbel, Kyle","664728","2023","313","5",".331","89.4",5.5,39.8,"99.280896261",52.9,20.5,26.3
"Bohm, Alec","664761","2023","611","20",".377","89.4",5.7,41.7,"100.435445021",67.2,18.1,23.8
"Wade Jr., LaMonte","664774","2023","519","17",".382","88.4",9.1,39.8,"99.530093174",47.9,20.7,28.7
"Brown, Seth","664913","2023","378","14",".408","90.5",12.2,46.5,"101.550084098",39.7,31.3,34.7
"McCarthy, Jake","664983","2023","312","2",".319","85.3",2.3,23.7,"95.717509423",53.3,21.7,19.2
"Peña, Jeremy","665161","2023","634","10",".355","88",4,35.8,"99.143524796",44.5,28.3,18.9
"Tatis Jr., Fernando","665487","2023","635","25",".439","91.9",11,49.3,"102.94128633",52.1,30.5,25.1
"Guerrero Jr., Vladimir","665489","2023","682","26",".408","92.1",11.1,49.2,"104.050992964",58.9,23,21.7
"Soto, Juan","665742","2023","708","35",".446","93.2",13,55.3,"104.484350409",59.8,20.4,25.2
"Taveras, Leody","665750","2023","554","14",".379","90.1",7.2,43.1,"100.592817638",54.5,24.2,22.7
"Cabrera, Oswaldo","665828","2023","330","5",".291","87.8",3.5,32.5,"97.733755636",55.8,23.5,26.4
"Chisholm Jr., Jazz","665862","2023","383","19",".415","90.3",12.2,41.8,"101.207728421",42.4,35.7,27.8
"Ruiz, Esteury","665923","2023","497","5",".304","82.7",2.5,20,"93.969654118",55.7,25.1,20.3
"Giménez, Andrés","665926","2023","616","15",".327","84.8",5.5,27,"96.663934128",63.1,25,22.1
"Jones, Nolan","666134","2023","424","20",".477","90.1",15.7,41.3,"102.433112521",60.4,31.9,29.3
"Kirilloff, Alex","666135","2023","319","11",".403","88.6",7.4,37.7,"98.668669706",56,27.6,26.5
"Lowe, Josh","666139","2023","501","20",".433","89.1",11,39.7,"100.551784971",55,30.2,29.3
"Moniak, Mickey","666160","2023","323","14",".466","89",12.6,39.2,"100.288235",43.5,38.5,31.3
"Sabol, Blake","666165","2023","344","13",".383","89.1",11.2,38.6,"100.063637128",41.5,35.4,28.9
"Benson, Will","666181","2023","329","11",".417","90.2",10.3,42.2,"100.059735699",41.7,31.5,28.1
"Bichette, Bo","666182","2023","601","20",".434","90.2",9.6,44.9,"101.736681894",62,21.1,18.8
"Julien, Edouard","666397","2023","408","16",".443","89.5",13.1,44.9,"100.916636636",41.9,29.1,22.4
"Morel, Christopher","666624","2023","429","26",".464","92.1",15.9,50,"103.542229453",41.9,37,29.5
"García, Adolis","666969","2023","632","39",".471","92.1",16.1,49.7,"102.949539534",51.7,31.6,36
"Gurriel Jr., Lourdes","666971","2023","592","24",".367","89.7",8.4,46,"99.859212133",65.5,18.7,24.4
"Julks, Corey","667452","2023","323","6",".353","87.9",4.9,36,"98.704102411",60.6,25.4,23.6
"Rooker Jr., Brent","667670","2023","526","30",".472","91.6",15.6,49.5,"102.653891351",35.5,38.2,36.9
"Arozarena, Randy","668227","2023","654","23",".403","91.7",12.3,48.4,"102.055211709",60,29.1,25.3
"Pratto, Nick","668472","2023","345","7",".416","87.5",8.1,41.9,"99.593088023",36,35.3,24.4
"Rogers, Jake","668670","2023","365","21",".443","90.4",12,45.6,"100.372054766",47,31.7,32.4
"Bleday, JJ","668709","2023","303","10",".323","88.6",6.4,35.3,"98.165226087",46.4,28,29.9
"Steer, Spencer","668715","2023","665","23",".373","88.7",6.7,37.1,"99.167567432",57,24.1,27.5
"Baddoo, Akil","668731","2023","357","11",".351","88.1",6.2,36.8,"99.048422545",48.1,24.8,26.5
"Reynolds, Bryan","668804","2023","640","24",".427","90.9",11.1,47.3,"101.022834344",47.3,28.2,28.7
"Turang, Brice","668930","2023","448","6",".305","85.5",2.9,27,"96.246595556",63.1,21.5,25.1
"Rutschman, Adley","668939","2023","687","20",".391","88.4",7.5,38.6,"99.614450772",72.9,15.6,26
"Rojas, Josh","668942","2023","350","4",".324","87.1",3.8,28.9,"96.683976983",55.9,24.1,28.5
"Melendez Jr., MJ","669004","2023","602","16",".411","93.2",11.4,49.6,"101.434950217",47.6,34.4,34.6
"Marsh, Brandon","669016","2023","472","12",".411","91.3",9.1,48.7,"100.732382538",50.4,27.3,26.8
"Langeliers, Shea","669127","2023","490","22",".387","90.6",13.3,44.5,"101.929508117",50,32.1,31.2
"Murphy, Sean","669221","2023","438","21",".461","91.5",16.1,45.8,"103.261524161",53.9,25.9,27.8
"Senzel, Nick","669222","2023","330","13",".345","87.4",4.8,34.1,"98.198786726",60.4,21.5,25.3
"Edman, Tommy","669242","2023","528","13",".338","89.1",5,38.8,"99.456717727",65.2,16.1,21.4
"Smith, Will","669257","2023","554","19",".361","89.3",6.7,41.6,"99.645654456",72.4,19.5,32.3
"Suwinski, Jack","669261","2023","534","26",".460","90.5",15.7,43.4,"102.173377122",44.9,30.1,36.3
"Gorman, Nolan","669357","2023","464","27",".484","91",16.5,48.5,"102.010586077",46.7,35.5,38.5
"Burger, Jake","669394","2023","540","34",".469","91.9",16.7,49.6,"105.009725862",44.5,34.1,21.9
"Allen, Nick","669397","2023","329","4",".270","84.8",1.2,26.6,"95.649982295",59.1,19,18.5
"Hays, Austin","669720","2023","566","16",".381","89.4",8.9,40.1,"100.462787656",50.6,28.3,29.7
"Call, Alex","669743","2023","439","8",".294","86.8",5.3,30.1,"97.369230205",61.4,18.3,28.8
"Raley, Luke","670042","2023","406","19",".432","91.1",12.9,45.7,"102.675194071",35.5,38.9,27.6
"Alvarez, Yordan","670541","2023","496","31",".500","93.3",18,52.2,"104.629318875",58.5,22.4,35.7
"Paredes, Isaac","670623","2023","571","31",".322","86.9",5.9,28.5,"96.372683866",67,18.2,28.5
"Walls, Taylor","670764","2023","349","8",".304","86.7",3.3,28.8,"95.825872762",50,27,31.6
"Friedl Jr., TJ","670770","2023","556","18",".296","86.7",3.2,27.6,"96.368739947",61.9,18.2,25.9
"Casas, Triston","671213","2023","502","24",".449","91.1",13.1,46.6,"102.616692288",56.4,28.1,31.5
"Waters, Drew","671221","2023","337","8",".420","87.4",10.1,35.9,"98.74293303",47.5,32.4,34.8
"García, Luis","671277","2023","482","9",".329","88.3",5.8,36.5,"99.158102245",71.1,17.9,18.2
"Harris II, Michael","671739","2023","539","18",".421","90.9",10,48.5,"103.586789505",64.2,24.4,17.4
"Bailey, Patrick","672275","2023","353","7",".410","88.7",10,38.4,"99.385269825",52.7,26.2,25.8
"Kelenic, Jarred","672284","2023","416","11",".457","90.9",9.5,45.5,"101.460697521",42.3,33.8,24.4
"Arias, Gabriel","672356","2023","345","10",".418","91.1",9.9,46.3,"101.9318672",41.6,37.5,20.7
"Kirk, Alejandro","672386","2023","422","8",".310","87.6",5.2,38.3,"98.523712317",76.4,12.8,21.9
"Moreno, Gabriel","672515","2023","380","7",".356","89.8",4.8,41.8,"99.719820735",62.2,19.7,16.5
"Garcia, Maikel","672580","2023","515","4",".380","91.8",3.9,50.6,"101.538604663",66.2,19.5,18.3
"Perdomo, Geraldo","672695","2023","495","6",".258","85.7",0.9,19.5,"94.552794268",65.9,15,27.1
"Diaz, Yainer","673237","2023","377","23",".430","90.3",12.2,43.9,"101.571037778",57.6,27.6,29.6
"Robert Jr., Luis","673357","2023","595","38",".471","89.1",15.4,42.3,"101.844478191",45.7,33.5,30.3
"Kim, Ha-Seong","673490","2023","626","17",".335","86.2",4.2,26.7,"96.561670433",72.4,17.7,25.2
"Suzuki, Seiya","673548","2023","583","20",".425","91.4",10.5,48,"102.157061122",60.7,21.3,24
"Jung, Josh","673962","2023","515","23",".453","91.8",11.9,47.4,"101.620526098",52.1,29.7,29.5
"Noda, Ryan","676116","2023","495","16",".440","91.2",13,45,"102.125166441",28.9,36.9,30.3
"Burleson, Alec","676475","2023","347","8",".359","89.9",5.9,41,"99.931806194",70.6,17.7,24.2
"Meyers, Jake","676694","2023","341","10",".337","86",6.3,27.9,"96.65184",47.7,26.9,30.6
"McCormick, Chas","676801","2023","457","22",".415","88",11.1,38.8,"98.933604225",54.9,28.9,31.1
